features,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15
ENSG00000276814.1,4,4,15,21,18,11,20,9,8,4,11,14
ENSG00000079387.14,738,787,1177,1398,912,714,1112,898,1191,1375,1519,1112
ENSG00000240399.1,3,8,3,2,3,2,1,1,2,3,2,0
ENSG00000222635.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226138.4,5,7,6,6,12,8,2,11,6,10,6,8
ENSG00000152556.17,547,562,605,212,449,618,186,444,565,899,224,615
ENSG00000275770.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177981.11,864,855,841,966,980,918,926,971,828,900,1064,1132
ENSG00000274124.1,0,2,1,0,0,0,1,0,0,0,0,2
ENSG00000258051.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257885.1,4,2,10,10,5,12,2,5,8,12,4,3
ENSG00000257848.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177875.5,16,21,12,0,34,9,0,21,5,10,0,23
ENSG00000279875.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269514.3,42,47,19,11,27,34,11,28,29,27,12,41
ENSG00000172640.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258234.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000275228.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000187166.1,2,1,0,2,0,1,2,0,0,0,2,0
ENSG00000258273.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000167528.13,455,451,227,596,364,416,448,369,222,230,598,478
ENSG00000257735.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257763.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273765.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258024.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257792.1,0,0,1,0,0,0,0,0,0,0,0,2
ENSG00000273434.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226413.2,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139223.4,0,5,5,9,4,4,9,3,8,6,5,2
ENSG00000177627.11,0,0,1,0,1,0,2,0,3,0,0,1
ENSG00000258121.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000240443.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197376.3,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000284723.2,0,0,0,0,1,0,1,0,0,1,0,0
ENSG00000198678.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167531.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224709.2,0,0,0,1,0,0,1,2,0,1,1,0
ENSG00000139620.13,903,822,1040,1849,873,842,1491,846,996,1242,1852,957
ENSG00000221491.2,1,2,2,0,5,2,3,2,3,2,4,0
ENSG00000281842.2,0,0,0,1,0,0,0,2,1,0,0,1
ENSG00000206612.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207313.1,4,6,4,2,3,1,1,1,0,2,7,4
ENSG00000129315.11,318,238,254,313,212,248,292,174,210,275,381,241
ENSG00000257987.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257653.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174233.12,2,2,11,20,5,7,18,0,0,0,17,0
ENSG00000264201.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257660.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271547.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000207467.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167535.8,157,173,111,907,125,198,667,139,97,81,753,168
ENSG00000174243.11,4906,5154,5626,6820,4763,5132,5881,4899,5675,6705,6939,6160
ENSG00000172602.11,34,28,34,72,27,27,53,28,72,103,54,39
ENSG00000199394.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239617.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000272822.2,0,0,1,1,0,2,1,2,4,0,0,0
ENSG00000139537.11,103,82,45,9,70,100,12,82,55,7,13,91
ENSG00000134285.11,1726,1630,1064,669,1619,1745,597,1707,1106,1385,746,2147
ENSG00000134287.10,2264,2292,1551,2641,2123,2200,2216,2070,1642,1545,2501,2781
ENSG00000169884.14,12,11,6,26,16,8,29,10,10,3,36,10
ENSG00000200303.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125084.13,14,12,30,0,12,19,0,22,11,8,0,22
ENSG00000181418.8,4,3,5,67,4,1,68,7,4,0,67,3
ENSG00000258283.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257913.4,9,8,9,7,4,12,4,6,10,12,12,17
ENSG00000181929.13,7,10,0,3,5,7,3,8,3,2,9,18
ENSG00000288710.1,2,0,0,2,1,2,2,1,2,1,2,6
ENSG00000167548.18,1028,998,303,1308,715,725,1016,748,368,383,1089,1034
ENSG00000167550.11,133,101,283,61,135,141,59,153,297,570,116,183
ENSG00000277672.1,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000139549.4,0,1,0,2,0,0,2,2,0,1,4,0
ENSG00000257346.1,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000139636.16,1276,1153,827,685,1000,1141,440,1015,887,807,606,1268
ENSG00000123416.15,10427,10990,37614,23654,17094,12835,19708,17537,37163,32356,24005,22288
ENSG00000258017.3,4,3,2,16,7,6,11,6,5,2,15,6
ENSG00000200309.1,0,0,0,0,0,0,0,0,0,0,1,2
ENSG00000167552.15,3468,3483,5668,2704,3204,3723,2037,3268,5545,3501,2493,4022
ENSG00000167553.17,2567,2712,6598,5929,3522,2944,5199,3611,6878,6046,5872,4353
ENSG00000274017.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000258101.2,0,0,2,4,0,0,9,0,1,3,2,0
ENSG00000258232.2,0,3,1,0,2,0,0,0,1,1,1,3
ENSG00000258334.1,1,1,1,6,0,0,6,2,0,2,9,2
ENSG00000291295.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135406.15,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135451.13,104,101,829,2294,254,154,2039,266,866,828,2488,358
ENSG00000186897.5,0,0,0,3,0,0,3,0,0,0,2,0
ENSG00000178401.16,0,0,0,0,0,0,3,1,1,0,2,0
ENSG00000123352.18,204,202,260,573,266,162,532,234,259,332,648,370
ENSG00000257954.1,4,7,9,9,6,3,3,5,5,2,4,2
ENSG00000257464.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287537.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135519.8,121,84,67,42,61,87,26,76,23,55,51,89
ENSG00000187778.14,4161,4335,4164,4567,4331,4574,3769,4575,4107,3545,4329,5856
ENSG00000110844.14,124,110,71,180,78,103,99,99,69,84,130,125
ENSG00000257964.1,0,1,0,4,1,0,1,0,0,0,5,1
ENSG00000135436.8,7,7,1,20,4,4,6,5,0,5,15,7
ENSG00000199237.1,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000258284.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000257243.1,4,3,3,2,2,2,2,2,0,1,1,3
ENSG00000258104.1,0,0,0,1,0,0,0,0,1,0,0,1
ENSG00000161791.14,1551,1455,965,1284,1465,1442,1008,1399,1006,943,1131,1789
ENSG00000139644.13,28910,30972,28623,28613,28963,28698,24424,28333,28252,25084,29920,33861
ENSG00000257570.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257730.1,0,0,0,0,0,0,2,1,0,0,1,0
ENSG00000167566.17,183,193,61,826,59,182,799,76,58,104,847,84
ENSG00000258057.6,8,5,3,13,0,2,14,5,0,3,17,5
ENSG00000186666.6,34,44,44,95,34,26,65,32,41,68,95,35
ENSG00000257253.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242041.1,0,2,2,0,1,1,1,2,3,1,5,5
ENSG00000135472.9,8,7,16,0,16,8,0,12,12,9,0,21
ENSG00000257771.6,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000258135.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167580.8,0,0,0,0,0,0,2,0,0,0,2,0
ENSG00000257588.1,0,0,0,1,0,0,0,0,0,0,2,0
ENSG00000257378.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161798.7,0,0,1,2,0,0,0,0,0,0,2,0
ENSG00000086159.13,1,1,0,3,0,0,4,0,1,0,3,1
ENSG00000161800.13,1371,1382,4978,5016,2139,1515,3859,2257,6229,2694,5285,2818
ENSG00000110881.12,114,75,108,537,92,102,372,85,95,72,459,143
ENSG00000066117.15,1244,1299,1049,2039,1219,1164,1926,1217,1043,1257,2343,1531
ENSG00000167588.13,0,0,3,12,2,0,11,1,2,2,6,3
ENSG00000178449.9,704,674,926,653,672,668,602,697,1006,867,803,559
ENSG00000272368.2,21,17,15,44,6,17,46,11,6,12,56,22
ENSG00000139624.14,1637,1590,1573,1207,1478,1600,1092,1520,1537,1814,1207,1831
ENSG00000050405.14,2141,2272,2239,147,2183,2040,137,2049,2215,2714,170,2406
ENSG00000257298.1,0,0,4,0,0,0,0,0,2,4,2,2
ENSG00000257531.2,1,5,2,1,2,2,0,1,1,2,1,5
ENSG00000257256.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000221604.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000212496.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278842.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185958.10,0,0,2,1,0,2,1,2,2,0,3,0
ENSG00000244266.1,0,1,0,2,2,0,1,1,3,2,2,2
ENSG00000161813.23,1312,1234,1205,2298,1289,1229,2104,1244,1358,1607,2726,1648
ENSG00000066084.13,1666,1646,1159,2179,1402,1527,1806,1446,1229,1601,2169,2036
ENSG00000207136.1,0,1,0,0,0,1,1,0,0,0,0,1
ENSG00000200183.1,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000200428.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271018.1,0,0,0,0,0,3,0,0,0,1,0,0
ENSG00000123268.9,467,415,557,534,445,441,522,443,520,616,642,519
ENSG00000271490.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000243075.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186452.11,0,0,1,0,0,0,0,1,0,0,1,0
ENSG00000271621.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185432.12,0,0,1,21,1,0,11,1,5,11,34,2
ENSG00000289695.1,0,0,1,1,0,0,2,0,0,0,0,0
ENSG00000274156.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199740.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271596.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000214511.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274797.1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000110911.17,1419,1348,1038,2241,1351,1347,1947,1284,1211,1197,2428,1632
ENSG00000272028.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199903.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000050426.16,357,328,436,418,295,336,369,308,469,418,465,344
ENSG00000110925.7,434,467,336,2332,378,425,1940,388,302,510,2521,494
ENSG00000135457.11,567,456,388,869,425,469,714,460,450,328,864,660
ENSG00000244540.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257246.2,15,3,2,7,1,4,7,9,3,1,8,4
ENSG00000200953.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199824.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184271.18,41,69,32,249,72,43,189,49,19,25,223,64
ENSG00000278126.1,3,3,0,6,5,1,4,0,0,0,2,2
ENSG00000183283.16,13610,13297,11647,9026,13377,13451,7884,13258,12142,9529,10159,14990
ENSG00000170545.17,34,29,27,552,23,15,478,26,22,12,548,50
ENSG00000110934.13,10325,10836,6991,3312,9713,10660,2694,10167,6856,4099,3444,12211
ENSG00000139610.2,0,0,0,3,1,3,4,1,0,1,0,0
ENSG00000139629.16,749,926,742,6885,1300,890,5309,1335,722,508,6654,1852
ENSG00000050438.17,66,80,125,688,98,51,539,108,109,72,590,171
ENSG00000271065.1,0,0,0,3,0,0,1,0,0,0,1,0
ENSG00000196876.19,5,11,12,191,6,13,143,10,17,17,221,9
ENSG00000257851.2,27,39,33,52,47,33,51,48,39,39,46,70
ENSG00000260122.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284730.2,0,1,0,1,0,0,1,1,1,1,2,0
ENSG00000260473.2,3,0,0,2,1,1,1,0,1,0,6,0
ENSG00000261586.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261308.4,2,1,0,17,0,0,28,4,3,6,24,1
ENSG00000259887.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167612.13,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000258021.1,3,0,1,0,1,3,1,3,0,1,1,4
ENSG00000139567.13,1,0,1,1,0,0,1,0,3,1,1,1
ENSG00000135503.13,81,58,37,346,62,85,213,48,62,16,326,87
ENSG00000206992.1,1,2,1,0,0,1,1,0,0,0,2,1
ENSG00000161835.11,120,134,38,105,62,142,74,41,51,24,83,59
ENSG00000123358.20,66,61,94,156,48,60,141,33,91,247,159,52
ENSG00000259884.1,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000123395.15,812,815,1016,860,624,813,684,703,968,1049,785,771
ENSG00000257663.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284791.2,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000290965.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257989.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257542.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258279.4,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000167767.14,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000257137.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257649.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000135480.17,6,6,32,0,2,8,0,12,26,25,0,7
ENSG00000257671.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000170442.12,2,1,5,0,1,1,0,2,1,3,1,0
ENSG00000135477.12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290966.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284883.2,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000257830.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285102.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205426.11,0,1,0,0,1,0,0,2,0,0,2,0
ENSG00000287051.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257829.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000170523.3,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000274928.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290967.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135443.8,1,0,2,0,0,0,0,0,1,0,0,0
ENSG00000161849.3,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000258253.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161850.3,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000257500.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257844.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170454.6,0,0,0,0,0,0,0,0,1,0,1,2
ENSG00000185479.6,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000170465.10,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000205420.11,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000186081.12,2,0,0,0,0,0,1,0,0,0,2,0
ENSG00000139648.7,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000170484.10,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000170486.11,5,4,7,61,9,5,56,4,8,0,67,3
ENSG00000257495.5,1,0,1,16,0,0,12,0,0,0,8,0
ENSG00000186049.8,0,3,3,15,2,0,9,3,0,0,29,4
ENSG00000258120.2,0,0,0,10,1,0,12,1,1,1,14,0
ENSG00000172867.4,1,1,0,161,2,1,141,0,2,0,182,0
ENSG00000167768.4,424,456,396,616,109,467,549,109,347,23,570,121
ENSG00000189182.10,0,0,0,81,0,0,52,0,0,0,62,1
ENSG00000257700.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257402.2,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000258036.2,0,0,0,1,0,0,1,0,0,0,1,0
ENSG00000257616.1,38,36,30,70,39,50,42,46,23,46,48,70
ENSG00000257343.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000257675.1,17,18,15,17,23,10,13,12,22,25,18,16
ENSG00000257125.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258071.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000185069.2,0,0,3,0,0,0,2,0,2,0,0,0
ENSG00000257404.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186442.7,0,0,0,18,0,0,5,1,1,0,9,0
ENSG00000170477.13,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000185640.6,0,0,2,12,0,0,13,0,1,0,16,1
ENSG00000257389.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170423.13,0,0,1,0,1,3,2,1,3,1,1,1
ENSG00000241146.1,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000170421.13,1,1,2,67,1,7,67,4,3,2,76,6
ENSG00000111057.11,40,62,45,1,32,60,0,48,37,47,0,60
ENSG00000063046.18,2584,2610,2679,3918,2517,2530,3331,2395,2848,2702,4342,3120
ENSG00000257475.2,6,2,0,0,2,2,5,3,0,2,1,2
ENSG00000257337.9,41,27,9,28,29,23,17,32,14,11,38,38
ENSG00000111077.18,30,34,21,23,25,40,7,33,14,24,16,42
ENSG00000278108.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167778.9,3071,3122,2541,1076,3113,3662,928,3506,2502,2351,1091,4542
ENSG00000167779.9,21,10,18,7,18,17,3,26,14,6,6,18
ENSG00000167780.12,61,56,27,4,66,77,2,58,34,11,7,121
ENSG00000258074.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000238669.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258016.1,47,45,57,72,54,66,55,51,49,63,93,65
ENSG00000257790.1,135,141,244,247,207,178,152,169,235,285,176,190
ENSG00000139631.20,77,76,40,37,59,75,49,47,39,54,51,90
ENSG00000257808.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000139651.11,211,197,111,202,122,188,141,149,107,114,178,199
ENSG00000139626.16,20407,21119,10130,20,14867,23222,24,15899,9797,5698,24,22074
ENSG00000172819.17,1389,1597,786,3,971,1471,3,1072,677,447,6,1246
ENSG00000283536.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182544.9,2651,2983,2447,1389,2253,2572,1204,2344,2303,2226,1509,2739
ENSG00000135476.12,450,465,2432,1968,887,498,1628,955,2413,2537,1911,1370
ENSG00000123349.15,75,55,25,74,36,47,72,45,29,20,76,63
ENSG00000288663.1,11,14,5,13,11,8,14,7,4,5,12,14
ENSG00000257605.4,0,0,0,2,1,1,2,0,0,0,0,1
ENSG00000139637.14,2,10,3,8,2,6,3,2,6,4,6,6
ENSG00000094914.14,2262,2346,3094,3818,1920,2559,3614,2049,3051,3084,4004,2754
ENSG00000170374.6,0,0,2,0,1,1,3,1,4,1,3,1
ENSG00000185591.10,541,603,673,1276,541,540,1053,573,706,798,1419,691
ENSG00000135409.11,1,0,0,0,1,3,0,1,0,0,0,0
ENSG00000205352.11,3902,3947,3558,2284,3664,4054,1942,3534,3391,3324,2435,4307
ENSG00000257379.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197111.16,677,561,566,1239,538,519,1180,562,622,666,1379,683
ENSG00000282977.1,1,0,2,1,0,2,0,2,0,0,1,2
ENSG00000273658.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139625.13,918,887,356,202,633,995,157,612,378,246,176,875
ENSG00000270175.2,9,9,14,12,8,14,17,8,7,12,13,7
ENSG00000139546.11,1612,1581,1477,2064,1523,1642,1660,1523,1561,1664,2096,1879
ENSG00000139574.9,21,19,9,9,11,9,10,10,1,4,11,20
ENSG00000267281.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170653.19,227,176,124,387,165,132,297,180,132,134,379,229
ENSG00000257550.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285692.1,1,2,0,1,0,0,0,5,1,0,0,1
ENSG00000275488.1,1,0,0,0,0,0,1,0,0,0,0,0
ENSG00000135390.21,2313,2212,4285,3859,3048,2674,3493,3270,4767,3313,4088,3119
ENSG00000213470.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012822.16,1570,1813,796,637,1166,1716,522,1338,774,663,674,1517
ENSG00000286069.2,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000260492.3,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000260030.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253053.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249641.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123364.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123407.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228630.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275589.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277994.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274817.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277129.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123388.4,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000251151.2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000180818.5,0,0,0,1,0,0,2,0,0,0,0,0
ENSG00000273049.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197757.8,0,0,1,1,0,0,3,0,1,3,4,0
ENSG00000207924.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250133.2,0,0,0,4,0,0,5,0,1,0,2,0
ENSG00000180806.5,0,0,0,8,0,0,14,0,0,0,12,0
ENSG00000250451.5,0,0,0,1,0,0,0,0,0,0,2,0
ENSG00000037965.6,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000198353.8,1,0,2,0,0,0,0,0,2,3,2,3
ENSG00000273046.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260597.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000172789.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207571.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248265.2,0,0,1,0,1,0,0,0,0,0,1,0
ENSG00000291180.1,2,0,2,1,3,2,0,2,3,0,1,1
ENSG00000250654.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249388.3,0,0,0,1,0,1,1,3,1,3,0,1
ENSG00000250432.5,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000202146.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123415.16,462,474,526,500,414,500,377,360,505,566,597,380
ENSG00000250742.6,3,0,0,0,0,0,0,0,2,0,2,1
ENSG00000260470.1,0,0,1,2,0,0,0,0,0,0,0,0
ENSG00000257534.1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000248576.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000094916.16,1476,1393,1648,2658,1776,1269,2336,1827,1963,1675,3149,2553
ENSG00000283803.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241785.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257596.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000258344.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000289154.2,32,27,25,74,18,33,77,12,22,22,127,14
ENSG00000135486.19,7963,8280,12575,14801,9324,8399,13409,9426,13453,14741,16610,10641
ENSG00000123405.14,1,6,24,71,3,3,64,4,16,4,55,7
ENSG00000111481.10,3929,4026,4047,4337,3954,4244,3570,4048,4155,3993,4417,4784
ENSG00000207381.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199122.3,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000264028.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258137.6,1,0,1,2,2,1,0,0,1,0,2,1
ENSG00000258086.1,0,2,0,1,0,0,0,0,0,0,0,0
ENSG00000289854.1,0,1,3,4,2,2,9,0,2,1,8,2
ENSG00000139572.4,3,1,5,71,1,1,44,1,7,48,69,2
ENSG00000161642.18,5,3,3,115,1,2,75,2,3,10,103,4
ENSG00000161638.11,2046,2191,1566,2370,1771,1973,1624,1887,1415,1074,2136,2718
ENSG00000257477.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000170627.11,181,155,264,4371,223,183,3852,173,279,176,4902,199
ENSG00000123338.13,14061,12972,9136,3799,12598,13768,2871,13709,10767,5895,3531,17730
ENSG00000257824.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123360.12,191,187,46,107,82,149,96,90,61,146,140,157
ENSG00000135447.17,2,4,0,1,1,0,2,2,0,0,2,8
ENSG00000257780.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135413.9,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000161634.12,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000257634.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270858.1,1,3,4,9,7,7,5,4,9,7,7,2
ENSG00000172551.12,0,0,5,1,0,0,1,0,0,5,0,1
ENSG00000135426.16,5083,5406,4850,4185,4249,4902,3552,4605,5003,2479,4023,5768
ENSG00000257870.1,1,0,0,0,0,0,1,0,0,1,1,0
ENSG00000123307.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196534.5,1,0,4,0,4,1,1,1,2,2,0,2
ENSG00000257350.1,7,7,10,19,5,7,9,8,13,11,15,13
ENSG00000170605.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224622.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227423.2,0,0,6,0,0,0,0,0,0,0,0,0
ENSG00000179919.3,0,0,0,0,1,0,0,11,0,0,0,0
ENSG00000197706.5,0,0,0,0,0,3,0,0,0,1,1,0
ENSG00000213451.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205331.5,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000188324.4,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000230307.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000205330.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205329.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257757.1,1,1,0,0,1,0,0,1,0,0,0,0
ENSG00000187857.5,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290813.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203408.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290814.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233606.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257414.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205328.3,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000179899.8,222,242,89,256,151,208,177,176,102,52,206,208
